,query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,parents
1,query_1,TRUE,0.0166064957968959,2,20,2,0.1,1,CORUM:7413,CORUM,CENP-A-histone H4 heterodimer- HJURP complex,3383,2826,CORUM:0000000
2,query_1,TRUE,0.0166064957968959,2,20,2,0.1,1,CORUM:6756,CORUM,RasGAP-AURKB-survivin complex,3383,2356,CORUM:0000000
3,query_1,TRUE,0.049642665785042,3,20,2,0.1,0.666666666666667,CORUM:2579,CORUM,Chromosomal passenger complex CPC (INCENP. BIRC5. AURKB),3383,1092,CORUM:0000000
4,query_1,TRUE,0.049642665785042,3,20,2,0.1,0.666666666666667,CORUM:1116,CORUM,CRM1-Survivin-AuroraB mitotic complex,3383,610,CORUM:0000000
5,query_1,TRUE,0.049642665785042,3,20,2,0.1,0.666666666666667,CORUM:2582,CORUM,Chromosomal passenger complex CPC (CDCA8. AURKB. BIRC5),3383,1095,CORUM:0000000
6,query_1,TRUE,1.56396772631623e-07,1791,147,39,0.26530612244898,0.0217755443886097,GO:0006952,GO:BP,defense response,21031,2614,GO:0006950
7,query_1,TRUE,2.46758934288972e-07,2723,147,49,0.333333333333333,0.0179948586118252,GO:0009605,GO:BP,response to external stimulus,21031,3570,GO:0050896
8,query_1,TRUE,9.04984506942039e-06,5959,147,75,0.510204081632653,0.0125860043631482,GO:0007165,GO:BP,signal transduction,21031,2760,GO:0007154/GO:0009987/GO:0023052/GO:0050794/GO:0051716
9,query_1,TRUE,1.8597346027844e-05,279,147,14,0.0952380952380952,0.050179211469534,GO:0140014,GO:BP,mitotic nuclear division,21031,20198,GO:0000280/GO:1903047
10,query_1,TRUE,2.15525016891601e-05,6447,147,78,0.530612244897959,0.0120986505351326,GO:0023052,GO:BP,signaling,21031,6877,GO:0050789
11,query_1,TRUE,6.45339906208448e-05,4643,147,62,0.421768707482993,0.0133534352789145,GO:0007275,GO:BP,multicellular organism development,21031,2835,GO:0032501/GO:0048856
12,query_1,TRUE,0.000100969257379466,5899,147,72,0.489795918367347,0.012205458552297,GO:0048856,GO:BP,anatomical structure development,21031,13525,GO:0032502
13,query_1,TRUE,0.000106796973114574,6537,147,77,0.523809523809524,0.0117791035643261,GO:0007154,GO:BP,cell communication,21031,2749,GO:0009987
14,query_1,TRUE,0.000127501094813321,495,147,17,0.115646258503401,0.0343434343434343,GO:0048285,GO:BP,organelle fission,21031,13052,GO:0006996
15,query_1,TRUE,0.000180946742307466,447,147,16,0.108843537414966,0.0357941834451902,GO:0000280,GO:BP,nuclear division,21031,79,GO:0048285
16,query_1,TRUE,0.000260234163596035,118,147,9,0.0612244897959184,0.076271186440678,GO:0007088,GO:BP,regulation of mitotic nuclear division,21031,2704,GO:0007346/GO:0010564/GO:0051783/GO:0140014
17,query_1,TRUE,0.000405648908280388,1988,147,35,0.238095238095238,0.0176056338028169,GO:0006955,GO:BP,immune response,21031,2617,GO:0002376/GO:0050896
18,query_1,TRUE,0.000464572813225184,3855,147,53,0.360544217687075,0.0137483787289235,GO:0006950,GO:BP,response to stress,21031,2613,GO:0050896
19,query_1,TRUE,0.000476438975260372,92,147,8,0.054421768707483,0.0869565217391304,GO:0141061,GO:BP,disruption of cell in another organism,21031,20563,GO:0141060
20,query_1,TRUE,0.000476438975260372,92,147,8,0.054421768707483,0.0869565217391304,GO:0031640,GO:BP,killing of cells of another organism,21031,7512,GO:0001906/GO:0141061
21,query_1,TRUE,0.000497877741508744,895,147,22,0.149659863945578,0.0245810055865922,GO:0000278,GO:BP,mitotic cell cycle,21031,77,GO:0007049
22,query_1,TRUE,0.000509929241365237,1130,147,25,0.170068027210884,0.0221238938053097,GO:0072359,GO:BP,circulatory system development,21031,17886,GO:0048731
23,query_1,TRUE,0.000528362874898116,2010,147,35,0.238095238095238,0.0174129353233831,GO:0009888,GO:BP,tissue development,21031,3786,GO:0048856
24,query_1,TRUE,0.000558905110628736,129,147,9,0.0612244897959184,0.0697674418604651,GO:0051983,GO:BP,regulation of chromosome segregation,21031,14503,GO:0007059/GO:0010564
25,query_1,TRUE,0.0005861531228686,829,147,21,0.142857142857143,0.0253317249698432,GO:0006954,GO:BP,inflammatory response,21031,2616,GO:0006952
26,query_1,TRUE,0.000611290933458849,95,147,8,0.054421768707483,0.0842105263157895,GO:0141060,GO:BP,disruption of anatomical structure in another organism,21031,20562,GO:0044419
27,query_1,TRUE,0.000658951759484369,8976,147,93,0.63265306122449,0.0103609625668449,GO:0050896,GO:BP,response to stimulus,21031,13774,GO:0008150
28,query_1,TRUE,0.000678164632923016,217,147,11,0.0748299319727891,0.0506912442396313,GO:0001906,GO:BP,cell killing,21031,529,GO:0009987
29,query_1,TRUE,0.000746152280106383,768,147,20,0.136054421768707,0.0260416666666667,GO:0031347,GO:BP,regulation of defense response,21031,7395,GO:0006952/GO:0080134
30,query_1,TRUE,0.00078274830071076,12680,147,117,0.795918367346939,0.00922712933753943,GO:0065007,GO:BP,biological regulation,21031,16384,GO:0008150
31,query_1,TRUE,0.00079513525212155,1496,147,29,0.197278911564626,0.0193850267379679,GO:0016477,GO:BP,cell migration,21031,5292,GO:0048870
32,query_1,TRUE,0.00105346526389592,7669,147,83,0.564625850340136,0.0108227930629808,GO:0032501,GO:BP,multicellular organismal process,21031,7883,GO:0008150
33,query_1,TRUE,0.00121556872418137,5874,147,69,0.469387755102041,0.0117466802860061,GO:0048519,GO:BP,negative regulation of biological process,21031,13227,GO:0008150/GO:0050789
34,query_1,TRUE,0.00124035504605659,3973,147,53,0.360544217687075,0.0133400453058142,GO:0048731,GO:BP,system development,21031,13413,GO:0007275/GO:0048856
35,query_1,TRUE,0.00138371825202787,12287,147,114,0.775510204081633,0.00927809880361358,GO:0050789,GO:BP,regulation of biological process,21031,13687,GO:0008150/GO:0065007
36,query_1,TRUE,0.0015014447813642,1724,147,31,0.210884353741497,0.0179814385150812,GO:0044419,GO:BP,biological process involved in interspecies interaction between organisms,21031,11378,GO:0008150
37,query_1,TRUE,0.00158220430189871,1637,147,30,0.204081632653061,0.0183262064752596,GO:0051240,GO:BP,positive regulation of multicellular organismal process,21031,14038,GO:0032501/GO:0048518/GO:0051239
38,query_1,TRUE,0.00158308004117181,189,147,10,0.0680272108843537,0.0529100529100529,GO:0000070,GO:BP,mitotic sister chromatid segregation,21031,25,GO:0000819/GO:0140014/GO:1903047
39,query_1,TRUE,0.00158724765818205,5541,147,66,0.448979591836735,0.0119112073632918,GO:0048523,GO:BP,negative regulation of cellular process,21031,13231,GO:0009987/GO:0048519/GO:0050794
40,query_1,TRUE,0.00168722378335253,147,147,9,0.0612244897959184,0.0612244897959184,GO:0051783,GO:BP,regulation of nuclear division,21031,14388,GO:0000280/GO:0033043
41,query_1,TRUE,0.00196900319805361,6453,147,73,0.496598639455782,0.0113125677979234,GO:0032502,GO:BP,developmental process,21031,7884,GO:0008150
42,query_1,TRUE,0.00203498577544443,745,147,19,0.129251700680272,0.025503355704698,GO:1903047,GO:BP,mitotic cell cycle process,21031,23301,GO:0000278/GO:0022402
43,query_1,TRUE,0.00230644411099133,11738,147,110,0.748299319727891,0.00937127278923156,GO:0050794,GO:BP,regulation of cellular process,21031,13691,GO:0009987/GO:0050789
44,query_1,TRUE,0.00230832949931263,7394,147,80,0.54421768707483,0.0108195834460373,GO:0051716,GO:BP,cellular response to stimulus,21031,14364,GO:0009987/GO:0050896
45,query_1,TRUE,0.00233612243243105,3939,147,52,0.353741496598639,0.0132013201320132,GO:0048583,GO:BP,regulation of response to stimulus,21031,13279,GO:0050789/GO:0050896
46,query_1,TRUE,0.00273331175550229,1411,147,27,0.183673469387755,0.0191353649893692,GO:2000026,GO:BP,regulation of multicellular organismal development,21031,26054,GO:0007275/GO:0050793/GO:0051239
47,query_1,TRUE,0.00288460292268901,838,147,20,0.136054421768707,0.0238663484486874,GO:0022603,GO:BP,regulation of anatomical structure morphogenesis,21031,6848,GO:0009653/GO:0050793
48,query_1,TRUE,0.00296988519031638,1077,147,23,0.156462585034014,0.021355617455896,GO:0032101,GO:BP,regulation of response to external stimulus,21031,7632,GO:0009605/GO:0048583
49,query_1,TRUE,0.00316977668696212,425,147,14,0.0952380952380952,0.0329411764705882,GO:0007059,GO:BP,chromosome segregation,21031,2689,GO:0022402
50,query_1,TRUE,0.00384380267575912,1709,147,30,0.204081632653061,0.0175541252194266,GO:0048870,GO:BP,cell motility,21031,13538,GO:0009987
51,query_1,TRUE,0.00384459551071782,932,147,21,0.142857142857143,0.0225321888412017,GO:0034097,GO:BP,response to cytokine,21031,8691,GO:0010033
52,query_1,TRUE,0.0041273116085724,499,147,15,0.102040816326531,0.030060120240481,GO:0019221,GO:BP,cytokine-mediated signaling pathway,21031,5788,GO:0007166/GO:0071345
53,query_1,TRUE,0.00449842078914768,318,147,12,0.0816326530612245,0.0377358490566038,GO:0098813,GO:BP,nuclear chromosome segregation,21031,19446,GO:0007059
54,query_1,TRUE,0.00516007182905037,1113,147,23,0.156462585034014,0.0206648697214735,GO:0140546,GO:BP,defense response to symbiont,21031,20385,GO:0098542
55,query_1,TRUE,0.0060688278767131,2955,147,42,0.285714285714286,0.0142131979695431,GO:0051239,GO:BP,regulation of multicellular organismal process,21031,14037,GO:0032501/GO:0050789
56,query_1,TRUE,0.00624227907149555,59,147,6,0.0408163265306122,0.101694915254237,GO:0010965,GO:BP,regulation of mitotic sister chromatid separation,21031,4599,GO:0051306/GO:1905818
57,query_1,TRUE,0.00662192165651495,965,147,21,0.142857142857143,0.0217616580310881,GO:0045087,GO:BP,innate immune response,21031,11659,GO:0006955/GO:0140546
58,query_1,TRUE,0.00837132718180019,62,147,6,0.0408163265306122,0.0967741935483871,GO:0051306,GO:BP,mitotic sister chromatid separation,21031,14085,GO:0000070/GO:0051304/GO:1903047
59,query_1,TRUE,0.00862987164770921,1971,147,32,0.217687074829932,0.0162354134956875,GO:0071310,GO:BP,cellular response to organic substance,21031,17066,GO:0010033/GO:0070887
60,query_1,TRUE,0.00923863908644628,230,147,10,0.0680272108843537,0.0434782608695652,GO:0000819,GO:BP,sister chromatid segregation,21031,239,GO:0051276/GO:0098813
61,query_1,TRUE,0.00942513890840921,3443,147,46,0.312925170068027,0.0133604414754575,GO:0010646,GO:BP,regulation of cell communication,21031,4342,GO:0007154/GO:0050794
62,query_1,TRUE,0.009934308472161,2799,147,40,0.272108843537415,0.014290818149339,GO:0007166,GO:BP,cell surface receptor signaling pathway,21031,2761,GO:0007165
63,query_1,TRUE,0.0114428904605601,839,147,19,0.129251700680272,0.0226460071513707,GO:0071345,GO:BP,cellular response to cytokine stimulus,21031,17097,GO:0034097/GO:0071310
64,query_1,TRUE,0.0135029455711012,6250,147,69,0.469387755102041,0.01104,GO:0048518,GO:BP,positive regulation of biological process,21031,13226,GO:0008150/GO:0050789
